"countryname","edate","country","party","oecdmember","eumember","date","partyname","partyabbrev","parfam","absseat","per410","per416","per501","threshold","threshold_lagged","pervote_samlet","lagged_pervote_samlet","i_parlament","lagged_i_parlament","avg_pervote_main","rile","rile_lowe","centered_pervote_samlet","centered_lagged_pervote_samlet","miljø_afhængig","miljø_afhængig_alt","factor_lagged_i_parlament","factor_i_parlament","large_party","left_party","left_party_lag1","large_party_lag1","miljø_afhængig_fd","Year","GDP_per_capita","has_rrp","rrp_i_p","rrp_i_p_lag1","gdp_capita_growth","GDP_per_capita_lag1","Unemployment","Inflation-consumer prices","gdp_growth_std","inflation_std","unemployment_std","economic_index","good_economy","factor_good_economy","good_economy_lag1","high_gdp_growth","factor_high_gdp_growth","high_gdp_growth_lag1"
"Sweden",2006-09-17,11,11320,10,10,200609,"Social Democratic Labour Party","SAP",30,130,2.29,0,5.089,4,4,5.244,4.646,1,1,38.9279550518471,-24.173,-0.7063097060637,1.244,0.646,0.694758784454287,0.694758784454287,"Green parties w seat(s)","Green parties w seat(s)",1,1,1,1,-0.823545130615648,2006,46531.60011,NA,0,0,4.088865874,1.945361697,7.066,1.360214686,0.949594128620969,1.13298508484219,-0.0832482504272069,0.666443654345318,1,"Good economy",1,1,"Høj BNP-vækst",0
"Sweden",2010-09-19,11,11320,10,10,201009,"Social Democratic Labour Party","SAP",30,112,3.901,0,0.709,4,4,7.34,5.244,1,1,38.9279550518471,-32.27,-0.83844351883497,3.34,1.244,-1.2920382161963,-1.2920382161963,"Green parties w seat(s)","Green parties w seat(s)",1,1,1,1,-1.98679700065059,2010,52542.82741,1,1,0,4.85301685,4.088865874,8.61,1.157988027,1.34753935161213,1.19123642832298,-0.843250016337672,0.565175254532479,1,"Good economy",1,1,"Høj BNP-vækst",1
"Sweden",2014-09-14,11,11320,10,10,201409,"Social Democratic Labour Party","SAP",30,113,0.185,0.555,5.36,4,4,6.889,7.34,1,1,38.9279550518471,-52.495,-1.32966377132594,2.889,3.34,2.23697543878751,2.23697543878751,"Green parties w seat(s)","Green parties w seat(s)",1,1,1,1,3.52901365498381,2014,59583.714,1,1,1,1.285783954,4.85301685,7.954,-0.179638494,-0.510160677367649,1.5765394457841,-0.520347711650324,0.182010352255375,1,"Good economy",1,0,"Lav BNP-vækst",1
"Sweden",2018-09-09,11,11320,10,10,201809,"Social Democratic Labour Party","SAP",30,100,0,0.645,6.129,4,4,4.414,6.889,1,1,38.9279550518471,-20,-0.478084835874269,0.414,2.889,2.67745352712474,2.67745352712474,"Green parties w seat(s)","Green parties w seat(s)",1,1,1,1,0.440478088337231,2018,54181.90698,1,1,1,0.726062679,1.285783954,6.365,1.953535301,-0.80164549462027,0.962079215608616,0.261804364795096,0.140746028594481,1,"Good economy",1,0,"Lav BNP-vækst",0
"Sweden",2022-09-11,11,11320,10,10,202209,"Social Democratic Labour Party","SAP",30,107,0.284,7.102,5.966,4,4,5.082625351,4.414,1,1,38.9279550518471,-5.114,-0.133660715097279,1.082625351,0.414,2.85106033768128,2.85106033768128,"Green parties w seat(s)","Green parties w seat(s)",1,1,1,1,0.173606810556534,2022,55296.93715,1,1,1,0.771118412,0.726062679,7.392,8.369290989,-0.778181919647731,-0.885977762232772,-0.243714944524883,-0.635958208801795,0,"Poor economy",1,0,"Lav BNP-vækst",0
"Sweden",1970-09-20,11,11620,10,0,197009,"Moderate Coalition Party","MSP",60,41,0,0,2.1,4,4,0,0,0,0,20.3774758908859,10.8,0.260455259751567,-4,-4,1.64865862558738,1.64865862558738,"Green parties w/o seats","Green parties w/o seats",0,0,NA,NA,NA,1970,4729.40501,NA,0,0,5.484382897,NA,NA,7.016358851,1.67633445919368,-0.4962659652494,NA,0.590034246972138,1,"Good economy",NA,1,"Høj BNP-vækst",NA
"Sweden",1973-09-16,11,11620,10,0,197309,"Moderate Coalition Party","MSP",60,51,1.3,0,6.6,4,4,0,0,0,0,20.3774758908859,19.7,0.486976604295451,-4,-4,1.37230811914515,1.37230811914515,"Green parties w/o seats","Green parties w/o seats",0,0,0,0,-0.276350506442231,1973,7290.714019,NA,0,0,3.788932046,5.484382897,NA,6.717997398,0.793398248729752,-0.410323016055299,NA,0.191537616337226,1,"Good economy",1,1,"Høj BNP-vækst",1
"Sweden",1976-09-19,11,11620,10,0,197609,"Moderate Coalition Party","MSP",60,55,2.9,0,1,4,4,0,0,0,0,20.3774758908859,2.2,0.0543343509633295,-4,-4,-0.818310323513951,-0.818310323513951,"Green parties w/o seats","Green parties w/o seats",0,0,0,0,-2.1906184426591,1976,10852.64383,NA,0,0,0.6912381,3.788932046,NA,10.24922465,-0.819781014028059,-1.42749222896786,NA,-1.12363662149796,0,"Poor economy",1,0,"Lav BNP-vækst",1
"Sweden",1979-09-16,11,11620,10,0,197909,"Moderate Coalition Party","MSP",60,73,0.8,0,12.7,4,4,0,0,0,0,20.3774758908859,23.1,0.693147180559946,-4,-4,2.31785256512483,2.31785256512483,"Green parties w/o seats","Green parties w/o seats",0,0,0,0,3.13616288863879,1979,14855.7663,NA,0,0,3.613647589,0.6912381,NA,7.20978617,0.702115747602972,-0.551982660829268,NA,0.0750665433868522,0,"Poor economy",0,1,"Høj BNP-vækst",0
"Sweden",1982-09-19,11,11620,10,0,198209,"Moderate Coalition Party","MSP",60,86,0.7,0,3.6,4,4,1.7,0,0,0,20.3774758908859,25.1,0.655548767002938,-2.3,-4,1.22866541691631,1.22866541691631,"Green parties w/o seats","Green parties w/o seats",0,0,0,0,-1.08918714820853,1982,13719.2114,NA,0,0,1.190775395,3.613647589,NA,8.58918509,-0.559638075662988,-0.949318208393977,NA,-0.754478142028482,0,"Poor economy",0,0,"Lav BNP-vækst",1
"Sweden",1985-09-15,11,11620,10,0,198509,"Moderate Coalition Party","MSP",60,76,0,0,4.8,4,4,1.5,1.7,0,0,20.3774758908859,59.8,1.46376967328818,-2.5,-2.3,2.36085400111802,2.36085400111802,"Green parties w/o seats","Green parties w/o seats",0,0,0,0,1.13218858420171,1985,13647.20056,NA,0,0,1.991774093,1.190775395,NA,7.372574581,-0.142503745533911,-0.59887382587518,NA,-0.370688785704546,0,"Poor economy",0,0,"Lav BNP-vækst",0
"Sweden",1988-09-18,11,11620,10,0,198809,"Moderate Coalition Party","MSP",60,66,0.5,0,8.2,4,4,5.526,1.5,1,0,20.3774758908859,36.7,1.25666922346243,1.526,-2.5,2.16332302566054,2.16332302566054,"Green parties w/o seats","Green parties w seat(s)",0,0,0,0,-0.197530975457484,1988,24499.40532,NA,0,0,2.088760557,1.991774093,NA,5.824898684,-0.0919963180022024,-0.153066133067072,NA,-0.122531225534637,0,"Poor economy",0,1,"Høj BNP-vækst",0
"Sweden",1991-09-15,11,11620,10,0,199109,"Moderate Coalition Party","MSP",60,80,0,0,3.646,4,4,3.383,5.526,0,1,20.3774758908859,43.75,1.19471959884545,-0.617,1.526,2.11529119457353,2.11529119457353,"Green parties w seat(s)","Green parties w/o seats",0,0,0,0,-0.0480318310870045,1991,31777.0328,NA,0,0,-1.817515151,2.088760557,3.243,9.444627329,-2.12625892644912,-1.19572815225782,1.79854368679799,-0.507814463969649,0,"Poor economy",0,0,"Lav BNP-vækst",1
"Sweden",1994-09-18,11,11620,10,0,199409,"Moderate Coalition Party","MSP",60,80,1.508,0,3.518,4,4,5.023,3.383,1,0,20.3774758908859,40.201,1.23224437507286,1.023,-0.617,0.69364506456326,0.69364506456326,"Green parties w/o seats","Green parties w seat(s)",0,0,0,0,-1.42164613001027,1994,26045.81489,NA,0,0,3.279030731,-1.817515151,9.58,2.158138007,0.527858062465354,0.903143452325772,-1.32071226564671,0.0367630830481394,0,"Poor economy",0,1,"Høj BNP-vækst",0
"Sweden",2002-09-15,11,11620,10,10,200209,"Moderate Coalition Party","MSP",60,55,1.182,0,2.364,4,4,4.646,4.49,1,1,20.3774758908859,38.061,1.09046429490968,0.646,0.49,0.532235687547643,0.532235687547643,"Green parties w seat(s)","Green parties w seat(s)",0,0,0,0,-0.161409377015617,2002,29957.93877,NA,0,0,1.945361697,3.279030731,4.965,2.158482136,-0.166673826912927,0.903044326044994,0.950925136993704,0.562431878708591,1,"Good economy",0,0,"Lav BNP-vækst",1
"Sweden",2006-09-17,11,11620,10,10,200609,"Moderate Coalition Party","MSP",60,97,1.282,0,6.76,4,4,5.244,4.646,1,1,20.3774758908859,3.963,0.109848860095755,1.244,0.646,1.40464349978809,1.40464349978809,"Green parties w seat(s)","Green parties w seat(s)",0,0,0,0,0.872407812240444,2006,46531.60011,NA,0,0,4.088865874,1.945361697,7.066,1.360214686,0.949594128620969,1.13298508484219,-0.0832482504272069,0.666443654345318,1,"Good economy",1,1,"Høj BNP-vækst",0
"Sweden",2010-09-19,11,11620,10,10,201009,"Moderate Coalition Party","MSP",60,107,1.002,0,10.179,4,4,7.34,5.244,1,1,20.3774758908859,2.479,0.0779885451311642,3.34,1.244,1.96148164284747,1.96148164284747,"Green parties w seat(s)","Green parties w seat(s)",0,0,0,0,0.556838143059378,2010,52542.82741,1,1,1,4.85301685,4.088865874,8.61,1.157988027,1.34753935161213,1.19123642832298,-0.843250016337672,0.565175254532479,1,"Good economy",1,1,"Høj BNP-vækst",1
"Sweden",2014-09-14,11,11620,10,10,201409,"Moderate Coalition Party","MSP",60,84,0.49,0.734,8.262,4,4,6.889,7.34,1,1,20.3774758908859,-16.769,-0.459940981446216,2.889,3.34,2.26092099316087,2.26092099316087,"Green parties w seat(s)","Green parties w seat(s)",0,1,0,0,0.299439350313403,2014,59583.714,1,1,1,1.285783954,4.85301685,7.954,-0.179638494,-0.510160677367649,1.5765394457841,-0.520347711650324,0.182010352255375,1,"Good economy",1,0,"Lav BNP-vækst",1
"Sweden",2018-09-09,11,11620,10,10,201809,"Moderate Coalition Party","MSP",60,70,1.095,0.498,8.06,4,4,4.414,6.889,1,1,20.3774758908859,7.562,0.189981895705448,0.414,2.889,1.73677460889721,1.73677460889721,"Green parties w seat(s)","Green parties w seat(s)",0,0,1,0,-0.524146384263654,2018,54181.90698,1,1,1,0.726062679,1.285783954,6.365,1.953535301,-0.80164549462027,0.962079215608616,0.261804364795096,0.140746028594481,1,"Good economy",1,0,"Lav BNP-vækst",0
"Sweden",2022-09-11,11,11620,10,10,202209,"Moderate Coalition Party","MSP",60,68,0.943,1.348,8.221,4,4,5.082625351,4.414,1,1,20.3774758908859,18.194,0.445890446153054,1.082625351,0.414,1.94273711714174,1.94273711714174,"Green parties w seat(s)","Green parties w seat(s)",0,0,0,0,0.20596250824453,2022,55296.93715,1,1,1,0.771118412,0.726062679,7.392,8.369290989,-0.778181919647731,-0.885977762232772,-0.243714944524883,-0.635958208801795,0,"Poor economy",1,0,"Lav BNP-vækst",0
"Sweden",2010-09-19,11,11710,10,10,201009,"Sweden Democrats","SD",70,20,0.49,0,5.392,4,4,7.34,5.244,1,1,14.1569245353434,15.686,0.414792986315624,3.34,1.244,1.78364583445389,1.78364583445389,"Green parties w seat(s)","Green parties w seat(s)",0,0,NA,NA,NA,2010,52542.82741,1,1,1,4.85301685,NA,8.61,1.157988027,1.48760386465982,0.438838703171731,-1.08297887038496,0.28115456581553,1,"Good economy",NA,1,"Høj BNP-vækst",NA
"Sweden",2014-09-14,11,11710,10,10,201409,"Sweden Democrats","SD",70,49,0,0,5.397,4,4,6.889,7.34,1,1,14.1569245353434,-6.984,-0.171632899065847,2.889,3.34,2.46759092757831,2.46759092757831,"Green parties w seat(s)","Green parties w seat(s)",0,1,0,0,0.683945093124427,2014,59583.714,1,1,1,1.285783954,4.85301685,7.954,-0.179638494,-0.314906635107901,0.79090503825868,-0.393069534164972,0.0276429563286022,0,"Poor economy",1,1,"Høj BNP-vækst",1
"Sweden",2018-09-09,11,11710,10,10,201809,"Sweden Democrats","SD",70,62,0.233,0,4.429,4,4,4.414,6.889,1,1,14.1569245353434,-9.091,-0.219491690895439,0.414,2.889,1.90574570481873,1.90574570481873,"Green parties w seat(s)","Green parties w seat(s)",0,1,1,0,-0.561845222759586,2018,54181.90698,1,1,1,0.726062679,1.285783954,6.365,1.953535301,-0.597731868151188,0.229448855745408,1.27806756225815,0.303261516617455,1,"Good economy",0,0,"Lav BNP-vækst",1
"Sweden",2022-09-11,11,11710,10,10,202209,"Sweden Democrats","SD",70,73,1.432,0.829,4.446,4,4,5.082625351,4.414,1,1,14.1569245353434,4.295,0.113994838338155,1.082625351,0.414,1.09498252061753,1.09498252061753,"Green parties w seat(s)","Green parties w seat(s)",0,0,1,0,-0.810763184201195,2022,55296.93715,1,1,1,0.771118412,0.726062679,7.392,8.369290989,-0.574965361400732,-1.45919259717582,0.197980842291788,-0.612059038761588,0,"Poor economy",1,0,"Lav BNP-vækst",0
"Sweden",1970-09-20,11,11810,10,0,197009,"Centre Party","CP",80,71,4.2,0,5.2,4,4,0,0,0,0,11.8396499996758,-14.6,-0.414810970526402,-4,-4,0.192903666124492,0.192903666124492,"Green parties w/o seats","Green parties w/o seats",0,1,NA,NA,NA,1970,4729.40501,NA,0,0,5.484382897,NA,NA,7.016358851,1.67633445919368,-0.4962659652494,NA,0.590034246972138,1,"Good economy",NA,1,"Høj BNP-vækst",NA
"Sweden",1973-09-16,11,11810,10,0,197309,"Centre Party","CP",80,90,0,0,6.9,4,4,0,0,0,0,11.8396499996758,-24,-0.808047539097604,-4,-4,2.69462718077007,2.69462718077007,"Green parties w/o seats","Green parties w/o seats",0,1,1,0,2.50172351464558,1973,7290.714019,NA,0,0,3.788932046,5.484382897,NA,6.717997398,0.793398248729752,-0.410323016055299,NA,0.191537616337226,1,"Good economy",1,1,"Høj BNP-vækst",1
"Sweden",1976-09-19,11,11810,10,0,197609,"Centre Party","CP",80,86,1.3,0,17.2,4,4,0,0,0,0,11.8396499996758,-18.2,-0.624154309072994,-4,-4,2.28577797467766,2.28577797467766,"Green parties w/o seats","Green parties w/o seats",0,1,1,0,-0.408849206092405,1976,10852.64383,NA,0,0,0.6912381,3.788932046,NA,10.24922465,-0.819781014028059,-1.42749222896786,NA,-1.12363662149796,0,"Poor economy",1,0,"Lav BNP-vækst",1
"Sweden",1979-09-16,11,11810,10,0,197909,"Centre Party","CP",80,64,2.1,0,14.3,4,4,0,0,0,0,11.8396499996758,-8.1,-0.281639757995818,-4,-4,1.73911573574263,1.73911573574263,"Green parties w/o seats","Green parties w/o seats",0,1,1,0,-0.546662238935031,1979,14855.7663,NA,0,0,3.613647589,0.6912381,NA,7.20978617,0.702115747602972,-0.551982660829268,NA,0.0750665433868522,0,"Poor economy",0,1,"Høj BNP-vækst",0
"Sweden",1982-09-19,11,11810,10,0,198209,"Centre Party","CP",80,56,3.8,0,14.6,4,4,1.7,0,0,0,11.8396499996758,-14,-0.462623521948113,-2.3,-4,1.25607972112136,1.25607972112136,"Green parties w/o seats","Green parties w/o seats",0,1,1,0,-0.483036014621271,1982,13719.2114,NA,0,0,1.190775395,3.613647589,NA,8.58918509,-0.559638075662988,-0.949318208393977,NA,-0.754478142028482,0,"Poor economy",0,0,"Lav BNP-vækst",1
"Sweden",1985-09-15,11,11810,10,0,198509,"Centre Party","CP",80,43,6,0,15.5,4,4,1.5,1.7,0,0,11.8396499996758,-1.1,-0.0348688256508239,-2.5,-2.3,0.90078654533819,0.90078654533819,"Green parties w/o seats","Green parties w/o seats",0,1,1,0,-0.355293175783172,1985,13647.20056,NA,0,0,1.991774093,1.190775395,NA,7.372574581,-0.142503745533911,-0.59887382587518,NA,-0.370688785704546,0,"Poor economy",0,0,"Lav BNP-vækst",0
"Sweden",1988-09-18,11,11810,10,0,198809,"Centre Party","CP",80,42,1,0,26,4,4,5.526,1.5,1,0,11.8396499996758,-5.3,-0.198782833848026,1.526,-2.5,2.87167962488401,2.87167962488401,"Green parties w/o seats","Green parties w seat(s)",0,1,1,0,1.97089307954582,1988,24499.40532,NA,0,0,2.088760557,1.991774093,NA,5.824898684,-0.0919963180022024,-0.153066133067072,NA,-0.122531225534637,0,"Poor economy",0,1,"Høj BNP-vækst",0
"Sweden",1991-09-15,11,11810,10,0,199109,"Centre Party","CP",80,31,4.651,0,22.481,4,4,3.383,5.526,0,1,11.8396499996758,5.426,0.220449505706341,-0.617,1.526,1.49547691699132,1.49547691699132,"Green parties w seat(s)","Green parties w/o seats",0,0,1,0,-1.37620270789269,1991,31777.0328,NA,0,0,-1.817515151,2.088760557,3.243,9.444627329,-2.12625892644912,-1.19572815225782,1.79854368679799,-0.507814463969649,0,"Poor economy",0,0,"Lav BNP-vækst",1
"Sweden",1994-09-18,11,11810,10,0,199409,"Centre Party","CP",80,27,1.212,0,21.818,4,4,5.023,3.383,1,0,11.8396499996758,21.818,0.832212835104563,1.023,-0.617,2.56773125004396,2.56773125004396,"Green parties w/o seats","Green parties w seat(s)",0,0,0,0,1.07225433305264,1994,26045.81489,NA,0,0,3.279030731,-1.817515151,9.58,2.158138007,0.527858062465354,0.903143452325772,-1.32071226564671,0.0367630830481394,0,"Poor economy",0,1,"Høj BNP-vækst",0
"Sweden",2002-09-15,11,11810,10,10,200209,"Centre Party","CP",80,22,1.521,0,9.886,4,4,4.646,4.49,1,1,11.8396499996758,10.646,0.332018027822173,0.646,0.49,1.63686630700064,1.63686630700064,"Green parties w seat(s)","Green parties w seat(s)",0,0,0,0,-0.930864943043316,2002,29957.93877,NA,0,0,1.945361697,3.279030731,4.965,2.158482136,-0.166673826912927,0.903044326044994,0.950925136993704,0.562431878708591,1,"Good economy",0,0,"Lav BNP-vækst",1
"Sweden",2006-09-17,11,11810,10,10,200609,"Centre Party","CP",80,29,2.548,0,14.013,4,4,5.244,4.646,1,1,11.8396499996758,-4.459,-0.126954839173394,1.244,0.646,1.56055916166383,1.56055916166383,"Green parties w seat(s)","Green parties w seat(s)",0,1,0,0,-0.0763071453368174,2006,46531.60011,NA,0,0,4.088865874,1.945361697,7.066,1.360214686,0.949594128620969,1.13298508484219,-0.0832482504272069,0.666443654345318,1,"Good economy",1,1,"Høj BNP-vækst",0
"Sweden",2010-09-19,11,11810,10,10,201009,"Centre Party","CP",80,23,1.054,0,22.925,4,4,7.34,5.244,1,1,11.8396499996758,-2.24,-0.0896169421084445,3.34,1.244,2.71297157617903,2.71297157617903,"Green parties w seat(s)","Green parties w seat(s)",0,1,1,0,1.1524124145152,2010,52542.82741,1,1,1,4.85301685,4.088865874,8.61,1.157988027,1.34753935161213,1.19123642832298,-0.843250016337672,0.565175254532479,1,"Good economy",1,1,"Høj BNP-vækst",1
"Sweden",2014-09-14,11,11810,10,10,201409,"Centre Party","CP",80,22,2.632,0.789,30.263,4,4,6.889,7.34,1,1,11.8396499996758,7.895,0.263035433954182,2.889,3.34,2.30996520029167,2.30996520029167,"Green parties w seat(s)","Green parties w seat(s)",0,0,1,0,-0.403006375887362,2014,59583.714,1,1,1,1.285783954,4.85301685,7.954,-0.179638494,-0.510160677367649,1.5765394457841,-0.520347711650324,0.182010352255375,1,"Good economy",1,0,"Lav BNP-vækst",1
"Sweden",2018-09-09,11,11810,10,10,201809,"Centre Party","CP",80,31,0.652,3.043,15.652,4,4,4.414,6.889,1,1,11.8396499996758,9.783,0.2841645866018,0.414,2.889,2.81315026617906,2.81315026617906,"Green parties w seat(s)","Green parties w seat(s)",0,0,0,0,0.503185065887393,2018,54181.90698,1,1,1,0.726062679,1.285783954,6.365,1.953535301,-0.80164549462027,0.962079215608616,0.261804364795096,0.140746028594481,1,"Good economy",1,0,"Lav BNP-vækst",0
"Sweden",2022-09-11,11,11810,10,10,202209,"Centre Party","CP",80,24,1.394,7.317,5.749,4,4,5.082625351,4.414,1,1,11.8396499996758,4.704,0.127102731983436,1.082625351,0.414,1.96887566776,1.96887566776,"Green parties w seat(s)","Green parties w seat(s)",0,0,0,0,-0.84427459841906,2022,55296.93715,1,1,1,0.771118412,0.726062679,7.392,8.369290989,-0.778181919647731,-0.885977762232772,-0.243714944524883,-0.635958208801795,0,"Poor economy",1,0,"Lav BNP-vækst",0
"Norway",1977-09-11,12,12320,10,0,197709,"Norwegian Labour Party","DnA",30,76,2.5,0,7.7,1.878835752,1.878835752,0,0,0,0,34.2750909090909,-31.6,-1.27819786564319,-1.878835752,-1.878835752,1.0055218656021,1.0055218656021,"Green parties w/o seats","Green parties w/o seats",1,1,NA,NA,NA,1977,10266.12067,NA,0,NA,3.72139689,NA,NA,9.103839712,0.77816504926326,-1.14615609871346,NA,-0.183995524725102,0,"Poor economy",NA,1,"Høj BNP-vækst",NA
"Norway",1981-09-14,12,12320,10,0,198109,"Norwegian Labour Party","DnA",30,65,4.3,0,8.1,1.878835752,1.878835752,0,0,0,0,34.2750909090909,-22.7,-0.87960097463881,-1.878835752,-1.878835752,0.583146285345617,0.583146285345617,"Green parties w/o seats","Green parties w/o seats",1,1,1,1,-0.422375580256481,1981,15512.5067,1,1,0,1.249365417,3.72139689,NA,13.64296081,-0.225156954013746,-2.29082211386313,NA,-1.25798953393844,0,"Poor economy",0,0,"Lav BNP-vækst",1
"Norway",1985-09-08,12,12320,10,0,198509,"Norwegian Labour Party","DnA",30,71,5.3,0,2.4,1.857485345,1.87,0,0,0,0,34.2750909090909,-25.5,-1.10651746817522,-1.857485345,-1.87,-0.693147180559945,-0.693147180559945,"Green parties w/o seats","Green parties w/o seats",1,1,1,1,-1.27629346590556,1985,15753.55277,1,1,1,5.237775403,1.249365417,NA,5.71485464,1.39361673101026,-0.29152896847955,NA,0.551043881265356,1,"Good economy",0,1,"Høj BNP-vækst",0
"Norway",1989-09-11,12,12320,10,0,198909,"Norwegian Labour Party","DnA",30,63,7,0,10.1,1.857485345,1.857485345,0.4,0,0,0,34.2750909090909,-36,-1.47350042320699,-1.457485345,-1.857485345,0.345950980575757,0.345950980575757,"Green parties w/o seats","Green parties w/o seats",1,1,1,1,1.0390981611357,1989,24281.13041,1,1,1,0.622018549,5.237775403,NA,4.546143355,-0.479777869332212,0.00319418619698856,NA,-0.238291841567612,0,"Poor economy",1,0,"Lav BNP-vækst",1
